individualID,cfc_LMA_freshWeight,cfc_LMA_dryWeight,leafArea,leafMassPerArea,dryMassFraction,cfc_lignin_dryWeight,ligninPercent,cellulosePercent,decimalLatitude,decimalLongitude,coordinateUncertainty,elevationUncertainty,clipLength,clipWidth,subsample1Height,subsample2Height,subsample3Height,cfc_elements_dryWeight,foliarPhosphorusConc,foliarPotassiumConc,foliarCalciumConc,foliarMagnesiumConc,foliarSulfurConc,foliarManganeseConc,foliarIronConc,foliarCopperConc,foliarBoronConc,foliarZincConc,cfc_chlorophyll_freshWeight,extractChlAConc,extractChlBConc,extractCarotConc,nitrogenPercent,carbonPercent,CNratio,uid,eventID,domainID,siteID,plotID,subplotID,nestedSubplotID,pointID,stemDistance,stemAzimuth,cfcOnlyTag,supportingStemIndividualID,previouslyTaggedAs,taxonID,scientificName,plotType,subtype,latitude,longitude,datum,utmZone,easting,northing,horzUncert,crdSource,elevation,vertUncert,nlcdClass,appMods,geometry,UTM_E,UTM_N,stemDiameter,height,baseCrownHeight,maxCrownDiameter,ninetyCrownDiameter
NEON.PLA.D05.STEI.02111,3.121,1.343,21461.9,62.6,0.43,0.54,14.37,16.95,45.797373,-90.092311,20.3,0.41,NA,NA,17.3,NA,NA,0.104,0.003,0.753,0.896,0.16,0.101,798.9,61.1,5.8,1.1,42.1,0.104,11.41,3.53,3.02,1.79,48.45,27.1,1868b828-dd14-47cd-95f4-748fa2048187,vst_STEI_2015,D05,STEI,STEI_002,40,NA,49,5.7,153.4,N,NA,NA,ACSA3,Acer saccharum Marshall,distributed,basePlot,45.797469,-90.09241,WGS84,16N,259678.532,5076196.782,0.27,GeoXH 6000,527.84,0.35,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-90.0924096344999, 45.7974688072602)",259681.08422680068,5076191.6853208495,NA,NA,NA,NA,NA
NEON.PLA.D05.STEI.02147,3.61,1.848,19997,92.4,0.512,0.55,14.63,13.58,45.812246,-90.092743,20.2,0.4,NA,NA,17.4,NA,NA,0.103,0.17,0.594,1.149,0.233,0.063,361,52.7,4.2,31.4,30.8,0.1432,6.1,1.67,2.21,1.61,48.35,30,0ef01ee1-0f4f-4a52-804d-30faacbe7161,vst_STEI_2015,D05,STEI,STEI_001,31,NA,31,6.6,16.9,N,NA,NA,ACSA3,Acer saccharum Marshall,distributed,basePlot,45.812158,-90.092889,WGS84,16N,259704.516,5077830.218,0.21,GeoXH 6000,507.18,0.34,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-90.092888849385, 45.8121583988469)",259706.43463447774,5077836.5329696555,28,17.3,NA,8.7,6.4
NEON.PLA.D05.STEI.01538,3.56,1.382,18580.4,74.4,0.388,0.529,16.26,16.35,45.812246,-90.092743,20.2,0.4,NA,NA,12.9,NA,NA,0.104,0.248,1.676,2.353,0.374,0.112,172.5,62.2,9,52.8,30.9,0.0864,9.6,3.01,2.5,2.66,45.64,17.2,870f656a-662b-490d-9b6f-be2665eaa974,vst_STEI_2015,D05,STEI,STEI_001,32,NA,33,10.5,315.8,N,NA,NA,TIAM,Tilia americana L.,distributed,basePlot,45.812163,-90.092621,WGS84,16N,259725.356,5077829.94,0.19,GeoXH 6000,505.67,0.29,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-90.0926208701888, 45.8121631570121)",259718.03576642,5077837.467561381,31.8,17.8,NA,NA,NA
NEON.PLA.D06.KONZ.05402Z,3.125,1.874,19484.1,96.2,0.6,0.482,18.64,17.06,39.103999,-96.596164,20.3,0.19,NA,NA,2.6,NA,NA,0.108,0.185,1.276,0.659,0.264,0.12,55.3,83.2,10.1,38.6,22.3,0.0366,3.16,0.61,0.84,2.52,48.83,19.4,1533b663-ba88-44c2-881f-3c4f53b5e94b,vst_KONZ_2018,D06,KONZ,KONZ_025,41,NA,51,3.5,178.5,Y,NA,NA,QUMU,Quercus muehlenbergii Engelm.,distributed,basePlot,39.104089,-96.596046,WGS84,14N,707869.845,4331078.892,0.1,Geo 7X (H-Star),339.44,0.1,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-96.5960461059483, 39.1040885982033)",707869.936619319,4331075.393199363,20.5,5.5,NA,6.1,5.9
NEON.PLA.D06.KONZ.05402Z,3.125,1.874,19484.1,96.2,0.6,0.482,18.64,17.06,39.103999,-96.596164,20.3,0.19,NA,NA,2.6,NA,NA,0.108,0.185,1.276,0.659,0.264,0.12,55.3,83.2,10.1,38.6,22.3,0.0366,3.16,0.61,0.84,2.49,48.83,19.6,1533b663-ba88-44c2-881f-3c4f53b5e94b,vst_KONZ_2018,D06,KONZ,KONZ_025,41,NA,51,3.5,178.5,Y,NA,NA,QUMU,Quercus muehlenbergii Engelm.,distributed,basePlot,39.104089,-96.596046,WGS84,14N,707869.845,4331078.892,0.1,Geo 7X (H-Star),339.44,0.1,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-96.5960461059483, 39.1040885982033)",707869.936619319,4331075.393199363,20.5,5.5,NA,6.1,5.9
NEON.PLA.D06.KONZ.05405Z,1.214,0.38,10589.7,35.9,0.313,0.488,8.13,14.08,39.103999,-96.596164,20.3,0.19,NA,NA,-1.5,NA,NA,0.101,0.269,1.885,1.064,0.388,0.133,45.4,102.6,8.4,39.2,14.5,0.0203,1.93,0.49,0.6,2.97,46.34,15.6,d329f923-f552-4fab-b49e-3b457b0e5955,vst_KONZ_2018,D06,KONZ,KONZ_025,40,NA,49,5.1,108,N,NA,NA,JUNI,Juglans nigra L.,distributed,basePlot,39.104086,-96.59628,WGS84,14N,707849.615,4331078.115,0.1,Geo 7X (H-Star),339.71,0.1,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-96.5962801054916, 39.10408642525)",707854.4653882331,4331076.539013329,17.7,8.3,NA,6.1,5
NEON.PLA.D07.GRSM.02305,1.99,1.01,11951.8,84.5,0.508,0.481,7.91,8.74,35.678899,-83.645322,20.2,0.21,NA,NA,19.1,20.3,NA,0.469,0.129,0.619,0.35,0.137,0.127,434.3,46.6,5.2,50.5,15,0.1438,4.12,1.84,0.82,1.5,47.2,32.4,8ad8fde8-9be8-4cf9-8cd5-a3ca7283b838,vst_GRSM_2015,D07,GRSM,GRSM_006,41,1,31,17.3,38.8,NA,NA,NA,ACRU,Acer rubrum L.,distributed,basePlot,35.678828,-83.64544,WGS84,17N,260582.374,3951551.769,0.19,GeoXH 6000,519.95,0.23,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-83.6454398166203, 35.6788282500921)",260593.21424593663,3951565.251546793,31.2,20.2,NA,10.7,6
NEON.PLA.D07.GRSM.02305,1.99,1.01,11951.8,84.5,0.508,0.481,7.91,8.74,35.678899,-83.645322,20.2,0.21,NA,NA,19.1,20.3,NA,0.469,0.129,0.619,0.35,0.137,0.127,434.3,46.6,5.2,50.5,15,0.1438,4.12,1.84,0.82,1.5,47.2,32.4,903acac3-fb89-40ad-a8d1-ea4279c59a8a,vst_GRSM_2015,D07,GRSM,GRSM_006,41,1,31,17.3,38.8,NA,NA,NA,ACRU,Acer rubrum L.,distributed,basePlot,35.678828,-83.64544,WGS84,17N,260582.374,3951551.769,0.19,GeoXH 6000,519.95,0.23,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-83.6454398166203, 35.6788282500921)",260593.21424593663,3951565.251546793,31.2,20.2,NA,10.7,6
NEON.PLA.D07.GRSM.02274,0.33,0.11,971.5,113.2,0.333,0.145,8.29,12.43,35.678899,-83.645322,20.2,0.21,NA,NA,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1389,1.09,1.17,0.09,1.8,45.9,24.9,5a0b5bf4-8c69-4e63-843e-b6ee17d60282,vst_GRSM_2015,D07,GRSM,GRSM_006,32,3,31,14.5,61.7,NA,NA,NA,TSCA,Tsuga canadensis (L.) Carrière,distributed,basePlot,35.678828,-83.64544,WGS84,17N,260582.374,3951551.769,0.19,GeoXH 6000,519.95,0.23,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-83.6454398166203, 35.6788282500921)",260595.1409216259,3951558.643279031,31.9,21,NA,7.8,7.3
NEON.PLA.D07.GRSM.02274,0.33,0.11,971.5,113.2,0.333,0.145,8.29,12.43,35.678899,-83.645322,20.2,0.21,NA,NA,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1389,1.09,1.17,0.09,1.8,45.9,24.9,c280aa51-862a-4765-bc6e-26d8da42fbd0,vst_GRSM_2015,D07,GRSM,GRSM_006,32,3,31,14.5,61.7,NA,NA,NA,TSCA,Tsuga canadensis (L.) Carrière,distributed,basePlot,35.678828,-83.64544,WGS84,17N,260582.374,3951551.769,0.19,GeoXH 6000,519.95,0.23,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-83.6454398166203, 35.6788282500921)",260595.1409216259,3951558.643279031,31.9,21,NA,7.8,7.3
NEON.PLA.D07.GRSM.03305,3.029,1.35,19571.3,69,0.446,0.48,10.21,16.05,35.67043,-83.587373,20.2,0.37,NA,NA,17.5,NA,NA,0.481,0.15,1.944,0.279,0.257,0.152,389.5,71.6,102.3,68.8,16.8,0.1449,5.14,1.19,1.24,2.2,47.5,21.9,bb38a535-234f-4d44-98fa-c8a645d1ed59,vst_GRSM_2015,D07,GRSM,GRSM_002,40,4,41,9,343.4,NA,NA,NA,QUMO4,Quercus montana Willd.,distributed,basePlot,35.67043,-83.587373,WGS84,17N,265814.11,3950479.982,0.24,GeoXH 6000,695.75,0.37,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-83.5873734215201, 35.6704304490985)",265811.5388046933,3950488.6069031702,26.3,16.9,NA,6.3,6.1
NEON.PLA.D07.GRSM.03305,3.029,1.35,19571.3,69,0.446,0.48,10.21,16.05,35.67043,-83.587373,20.2,0.37,NA,NA,17.5,NA,NA,0.481,0.15,1.944,0.279,0.257,0.152,389.5,71.6,102.3,68.8,16.8,0.1449,5.14,1.19,1.24,2.2,47.5,21.9,d7fc02b5-ff57-4659-88aa-f648feabe291,vst_GRSM_2015,D07,GRSM,GRSM_002,40,4,41,9,343.4,NA,NA,NA,QUMO4,Quercus montana Willd.,distributed,basePlot,35.67043,-83.587373,WGS84,17N,265814.11,3950479.982,0.24,GeoXH 6000,695.75,0.37,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-83.5873734215201, 35.6704304490985)",265811.5388046933,3950488.6069031702,26.3,16.9,NA,6.3,6.1
NEON.PLA.D07.GRSM.03282,2.53,0.7,17042.9,41.1,0.277,0.47,6.38,12.97,35.67043,-83.587373,20.2,0.37,NA,NA,14.1,NA,NA,0.477,0.187,0.784,0.51,0.13,0.148,620.2,48.8,3.7,64.8,15.4,0.1301,1.46,0.67,0.34,1.9,43.9,22.8,ffb4e0e9-588e-4944-a7a0-ccaf180e6277,vst_GRSM_2015,D07,GRSM,GRSM_002,41,3,41,5.2,19.2,NA,NA,NA,OXYDE,Oxydendrum sp.,distributed,basePlot,35.67043,-83.587373,WGS84,17N,265814.11,3950479.982,0.24,GeoXH 6000,695.75,0.37,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-83.5873734215201, 35.6704304490985)",265815.82010656304,3950484.892757125,16.2,9.8,NA,3.2,2.9
NEON.PLA.D07.GRSM.03282,2.53,0.7,17042.9,41.1,0.277,0.47,6.38,12.97,35.67043,-83.587373,20.2,0.37,NA,NA,14.1,NA,NA,0.477,0.187,0.784,0.51,0.13,0.148,620.2,48.8,3.7,64.8,15.4,0.1301,1.46,0.67,0.34,1.9,43.9,22.8,3e78f6e2-259f-4c48-9d1a-0d26ee992cc1,vst_GRSM_2015,D07,GRSM,GRSM_002,41,3,41,5.2,19.2,NA,NA,NA,OXYDE,Oxydendrum sp.,distributed,basePlot,35.67043,-83.587373,WGS84,17N,265814.11,3950479.982,0.24,GeoXH 6000,695.75,0.37,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-83.5873734215201, 35.6704304490985)",265815.82010656304,3950484.892757125,16.2,9.8,NA,3.2,2.9
NEON.PLA.D07.GRSM.02760,2.72,0.8,15243.6,52.5,0.294,0.462,11.26,14.29,35.669838,-83.526031,20.2,0.33,NA,NA,31.1,NA,NA,0.452,0.174,0.973,1.375,0.299,0.186,269.4,184.1,7.6,63.8,22.2,0.1219,3.59,1.71,0.85,2.3,44.3,19.5,3c21daef-2b72-4afa-90eb-c9e1bb2bd61f,vst_GRSM_2015,D07,GRSM,GRSM_010,40,2,49,10.1,100.9,NA,NA,NA,LITU,Liriodendron tulipifera L.,distributed,basePlot,35.66992,-83.526134,WGS84,17N,271356.686,3950279.021,0.22,GeoXH 6000,512.36,0.31,deciduousForest,cfc|cdw|dhp|hbp|vst,"c(-83.526133829234, 35.6699202562567)",271366.6037829982,3950277.111136026,38.7,34.1,NA,8.6,7.5
NEON.PLA.D07.GRSM.02760,2.72,0.8,15243.6,52.5,0.294,0.462,11.26,14.29,35.669838,-83.526031,20.2,0.33,NA,NA,31.1,NA,NA,0.452,0.174,0.973,1.375,0.299,0.186,269.4,184.1,7.6,63.8,22.2,0.1219,3.59,1.71,0.85,2.3,44.3,19.5,d21d410f-eb21-4e19-8099-00bbab7414c6,vst_GRSM_2015,D07,GRSM,GRSM_010,40,2,49,10.1,100.9,NA,NA,NA,LITU,Liriodendron tulipifera L.,distributed,basePlot,35.66992,-83.526134,WGS84,17N,271356.686,3950279.021,0.22,GeoXH 6000,512.36,0.31,deciduousForest,cfc|cdw|dhp|hbp|vst,"c(-83.526133829234, 35.6699202562567)",271366.6037829982,3950277.111136026,38.7,34.1,NA,8.6,7.5
NEON.PLA.D07.GRSM.02763,2.5,0.73,15250.9,47.9,0.292,0.474,10.98,13.93,35.669838,-83.526031,20.2,0.33,NA,NA,29.7,NA,NA,0.463,0.18,1.973,1.515,0.385,0.185,269.1,77.4,375.9,55.2,20,0.1579,4.74,1.1,1.38,2.2,44.3,20.4,343f2975-ee1d-4c84-8155-73c0f4db5139,vst_GRSM_2015,D07,GRSM,GRSM_010,40,2,49,7,116.2,NA,NA,NA,LITU,Liriodendron tulipifera L.,distributed,basePlot,35.66992,-83.526134,WGS84,17N,271356.686,3950279.021,0.22,GeoXH 6000,512.36,0.31,deciduousForest,cfc|cdw|dhp|hbp|vst,"c(-83.526133829234, 35.6699202562567)",271362.9668085877,3950275.9304590304,46.4,40.5,NA,9.3,7
NEON.PLA.D07.GRSM.02763,2.5,0.73,15250.9,47.9,0.292,0.474,10.98,13.93,35.669838,-83.526031,20.2,0.33,NA,NA,29.7,NA,NA,0.463,0.18,1.973,1.515,0.385,0.185,269.1,77.4,375.9,55.2,20,0.1579,4.74,1.1,1.38,2.2,44.3,20.4,f139b612-68f3-4cd4-8828-5111f09ccb40,vst_GRSM_2015,D07,GRSM,GRSM_010,40,2,49,7,116.2,NA,NA,NA,LITU,Liriodendron tulipifera L.,distributed,basePlot,35.66992,-83.526134,WGS84,17N,271356.686,3950279.021,0.22,GeoXH 6000,512.36,0.31,deciduousForest,cfc|cdw|dhp|hbp|vst,"c(-83.526133829234, 35.6699202562567)",271362.9668085877,3950275.9304590304,46.4,40.5,NA,9.3,7
NEON.PLA.D07.GRSM.02763,2.5,0.73,15250.9,47.9,0.292,0.474,10.98,13.93,35.669838,-83.526031,20.2,0.33,NA,NA,29.7,NA,NA,0.463,0.18,1.973,1.515,0.385,0.185,269.1,77.4,375.9,55.2,20,0.1579,4.74,1.1,1.38,2.2,44.6,20.2,343f2975-ee1d-4c84-8155-73c0f4db5139,vst_GRSM_2015,D07,GRSM,GRSM_010,40,2,49,7,116.2,NA,NA,NA,LITU,Liriodendron tulipifera L.,distributed,basePlot,35.66992,-83.526134,WGS84,17N,271356.686,3950279.021,0.22,GeoXH 6000,512.36,0.31,deciduousForest,cfc|cdw|dhp|hbp|vst,"c(-83.526133829234, 35.6699202562567)",271362.9668085877,3950275.9304590304,46.4,40.5,NA,9.3,7
NEON.PLA.D07.GRSM.02763,2.5,0.73,15250.9,47.9,0.292,0.474,10.98,13.93,35.669838,-83.526031,20.2,0.33,NA,NA,29.7,NA,NA,0.463,0.18,1.973,1.515,0.385,0.185,269.1,77.4,375.9,55.2,20,0.1579,4.74,1.1,1.38,2.2,44.6,20.2,f139b612-68f3-4cd4-8828-5111f09ccb40,vst_GRSM_2015,D07,GRSM,GRSM_010,40,2,49,7,116.2,NA,NA,NA,LITU,Liriodendron tulipifera L.,distributed,basePlot,35.66992,-83.526134,WGS84,17N,271356.686,3950279.021,0.22,GeoXH 6000,512.36,0.31,deciduousForest,cfc|cdw|dhp|hbp|vst,"c(-83.526133829234, 35.6699202562567)",271362.9668085877,3950275.9304590304,46.4,40.5,NA,9.3,7
NEON.PLA.D07.GRSM.02877,0.75,0.49,1389.4,352.7,0.653,0.474,11.61,12.87,35.589784,-83.47552,20.2,0.29,NA,NA,8.2,NA,NA,0.47,0.077,0.376,0.055,0.047,0.074,83.9,94.9,1.4,38.5,9.8,0.127,1.83,1.26,0.06,0.9,44.9,51.1,712bf266-f1e3-4668-b203-fa8950084dee,vst_GRSM_2015,D07,GRSM,GRSM_025,40,2,31,13.9,33.6,NA,NA,NA,PIRU,Picea rubens Sarg.,distributed,basePlot,35.589688,-83.475627,WGS84,17N,275704.898,3941261.55,0.2,GeoXH 6000,1788.18,0.26,evergreenForest,cdw|dhp|hbp|vst,"c(-83.4756265861515, 35.5896884731617)",275712.59014253446,3941273.127605246,18.7,7,NA,5.6,5.5
NEON.PLA.D07.GRSM.02877,0.75,0.49,1389.4,352.7,0.653,0.474,11.61,12.87,35.589784,-83.47552,20.2,0.29,NA,NA,8.2,NA,NA,0.47,0.077,0.376,0.055,0.047,0.074,83.9,94.9,1.4,38.5,9.8,0.127,1.83,1.26,0.06,0.9,44.9,51.1,142c4d13-9514-403d-9907-efa8b1bff452,vst_GRSM_2015,D07,GRSM,GRSM_025,40,2,31,13.9,33.6,NA,NA,NA,PIRU,Picea rubens Sarg.,distributed,basePlot,35.589688,-83.475627,WGS84,17N,275704.898,3941261.55,0.2,GeoXH 6000,1788.18,0.26,evergreenForest,cdw|dhp|hbp|vst,"c(-83.4756265861515, 35.5896884731617)",275712.59014253446,3941273.127605246,18.7,7,NA,5.6,5.5
NEON.PLA.D07.GRSM.02867,1.84,0.55,13652.6,40.3,0.299,0.124,7.27,4.85,35.589784,-83.47552,20.2,0.29,NA,NA,6.7,NA,NA,0.326,0.347,3.317,0.337,0.29,0.215,435.6,89.8,148.9,52.3,152,0.141,4.49,1.96,0.77,3.8,44.9,11.9,2ae9493c-c549-4e8c-a0b7-31ebd60dff17,vst_GRSM_2015,D07,GRSM,GRSM_025,40,1,49,8.5,167,Y,NA,NA,BETUL,Betula sp.,distributed,basePlot,35.589891,-83.475645,WGS84,17N,275703.767,3941284.008,0.21,GeoXH 6000,1793.64,0.28,evergreenForest,cdw|dhp|hbp|vst,"c(-83.4756452908639, 35.589890521178)",275705.67908396194,3941275.7258544494,9.9,6.7,NA,NA,NA
NEON.PLA.D07.GRSM.02771,0.87,0.48,3034.9,158.2,0.552,0.464,8.19,9.92,35.589784,-83.47552,20.2,0.29,NA,NA,5.5,NA,NA,0.471,0.117,0.368,0.119,0.049,0.099,106.9,38,0.4,38.5,14.2,0.1293,2.93,1.82,0.25,1.2,46.6,37.7,e2a17ad2-6ab4-4fbf-b274-46e4ee92f30e,vst_GRSM_2015,D07,GRSM,GRSM_025,31,1,31,2.2,26.9,NA,NA,NA,ABIES,Abies sp.,distributed,basePlot,35.589688,-83.475627,WGS84,17N,275704.898,3941261.55,0.2,GeoXH 6000,1788.18,0.26,evergreenForest,cdw|dhp|hbp|vst,"c(-83.4756265861515, 35.5896884731617)",275705.8933563605,3941263.511954565,12.6,9,NA,4.9,4.1
NEON.PLA.D07.GRSM.02771,0.87,0.48,3034.9,158.2,0.552,0.464,8.19,9.92,35.589784,-83.47552,20.2,0.29,NA,NA,5.5,NA,NA,0.471,0.117,0.368,0.119,0.049,0.099,106.9,38,0.4,38.5,14.2,0.1293,2.93,1.82,0.25,1.2,46.6,37.7,cfca9408-bdfd-4d0f-bd9c-b91aa87cdf88,vst_GRSM_2015,D07,GRSM,GRSM_025,31,1,31,2.2,26.9,NA,NA,NA,ABIES,Abies sp.,distributed,basePlot,35.589688,-83.475627,WGS84,17N,275704.898,3941261.55,0.2,GeoXH 6000,1788.18,0.26,evergreenForest,cdw|dhp|hbp|vst,"c(-83.4756265861515, 35.5896884731617)",275705.8933563605,3941263.511954565,12.6,9,NA,4.9,4.1
NEON.PLA.D07.GRSM.02463,1.95,0.84,15931.6,52.7,0.431,0.48,11.65,13.74,35.684584,-83.532113,20.2,0.19,NA,NA,21,NA,NA,0.474,0.17,2.148,0.691,0.227,0.15,991.5,66.6,89.2,60.2,107,0.1296,6.32,3.49,0.95,2.3,45.9,20.2,01525d2e-9f8c-4341-9009-c28f18e5d85b,vst_GRSM_2015,D07,GRSM,GRSM_001,32,1,31,10.3,78.2,NA,NA,NA,BELE,Betula lenta L.,distributed,basePlot,35.684503,-83.532199,WGS84,17N,270849.333,3951911.026,0.23,GeoXH 6000,461.04,0.31,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-83.5321990081952, 35.6845030073337)",270859.4153341042,3951913.132309334,32.1,23.1,NA,15,14
NEON.PLA.D07.GRSM.02463,1.95,0.84,15931.6,52.7,0.431,0.48,11.65,13.74,35.684584,-83.532113,20.2,0.19,NA,NA,21,NA,NA,0.474,0.17,2.148,0.691,0.227,0.15,991.5,66.6,89.2,60.2,107,0.1296,6.32,3.49,0.95,2.3,45.9,20.2,75fe4cb3-923a-4642-b969-d541b8b93dc6,vst_GRSM_2015,D07,GRSM,GRSM_001,32,1,31,10.3,78.2,NA,NA,NA,BELE,Betula lenta L.,distributed,basePlot,35.684503,-83.532199,WGS84,17N,270849.333,3951911.026,0.23,GeoXH 6000,461.04,0.31,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-83.5321990081952, 35.6845030073337)",270859.4153341042,3951913.132309334,32.1,23.1,NA,15,14
NEON.PLA.D07.GRSM.02637,1.93,0.8,12618.4,63.4,0.415,0.465,6.67,11.83,35.676611,-83.474556,20.3,0.49,NA,NA,21,NA,NA,0.323,0.17,0.942,0.322,0.149,0.171,217.9,79.5,10.2,0.2,26.2,0.1529,4.3,1.49,1.13,1.6,45.9,28.3,a358699f-1d20-479b-aa83-c8562a3f8c18,vst_GRSM_2015,D07,GRSM,GRSM_003,40,4,31,19.8,24.2,NA,NA,NA,ACRU,Acer rubrum L.,distributed,basePlot,35.676533,-83.474676,WGS84,17N,276033.627,3950894.021,0.29,GeoXH 6000,896.25,0.43,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-83.4746760052354, 35.6765329136513)",276041.74347607006,3950912.0809783004,36.9,25.4,NA,12.2,6.7
NEON.PLA.D07.GRSM.02637,1.93,0.8,12618.4,63.4,0.415,0.465,6.67,11.83,35.676611,-83.474556,20.3,0.49,NA,NA,21,NA,NA,0.323,0.17,0.942,0.322,0.149,0.171,217.9,79.5,10.2,0.2,26.2,0.1529,4.3,1.49,1.13,1.6,45.9,28.3,b05353f1-30af-474b-9c9a-16b143150ce9,vst_GRSM_2015,D07,GRSM,GRSM_003,40,4,31,19.8,24.2,NA,NA,NA,ACRU,Acer rubrum L.,distributed,basePlot,35.676533,-83.474676,WGS84,17N,276033.627,3950894.021,0.29,GeoXH 6000,896.25,0.43,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-83.4746760052354, 35.6765329136513)",276041.74347607006,3950912.0809783004,36.9,25.4,NA,12.2,6.7
NEON.PLA.D07.GRSM.02631,1.44,0.61,10486.9,58.2,0.424,0.21,9.04,10,35.676611,-83.474556,20.3,0.49,NA,NA,18.5,NA,NA,0.473,0.15,1.751,0.308,0.313,0.143,324.3,55.1,89.8,53.2,28.8,0.1393,4.92,1.96,1.08,1.9,46.2,24.6,96b4373b-4407-4f27-82e5-9290fb73e93a,vst_GRSM_2015,D07,GRSM,GRSM_003,40,1,31,9.5,2,NA,NA,NA,ACRU,Acer rubrum L.,distributed,basePlot,35.676533,-83.474676,WGS84,17N,276033.627,3950894.021,0.29,GeoXH 6000,896.25,0.43,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-83.4746760052354, 35.6765329136513)",276033.95854521863,3950903.5152128567,58.4,24.5,NA,21.4,17.1
NEON.PLA.D07.GRSM.02631,1.44,0.61,10486.9,58.2,0.424,0.21,9.04,10,35.676611,-83.474556,20.3,0.49,NA,NA,18.5,NA,NA,0.473,0.15,1.751,0.308,0.313,0.143,324.3,55.1,89.8,53.2,28.8,0.1393,4.92,1.96,1.08,1.9,46.2,24.6,eb89ebc7-183d-463c-a2cf-cb25b0ec23c8,vst_GRSM_2015,D07,GRSM,GRSM_003,40,1,31,9.5,2,NA,NA,NA,ACRU,Acer rubrum L.,distributed,basePlot,35.676533,-83.474676,WGS84,17N,276033.627,3950894.021,0.29,GeoXH 6000,896.25,0.43,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-83.4746760052354, 35.6765329136513)",276033.95854521863,3950903.5152128567,58.4,24.5,NA,21.4,17.1
NEON.PLA.D07.GRSM.02661,2.62,0.95,17550,54.1,0.363,0.488,9.02,9.64,35.676611,-83.474556,20.3,0.49,NA,NA,19.5,NA,NA,0.479,0.17,0.989,0.191,0.127,0.179,65.8,39.7,6.3,43.5,11.5,0.1497,3.94,3.27,0.14,2.1,47.4,22.3,65c56835-5fa5-406b-afed-cc71e70853f3,vst_GRSM_2015,D07,GRSM,GRSM_003,32,3,31,14.7,49.7,NA,NA,NA,HALES,Halesia sp.,distributed,basePlot,35.676533,-83.474676,WGS84,17N,276033.627,3950894.021,0.29,GeoXH 6000,896.25,0.43,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-83.4746760052354, 35.6765329136513)",276044.8382244465,3950903.528809759,33.8,20.1,NA,11,6.9
NEON.PLA.D07.GRSM.02661,2.62,0.95,17550,54.1,0.363,0.488,9.02,9.64,35.676611,-83.474556,20.3,0.49,NA,NA,19.5,NA,NA,0.479,0.17,0.989,0.191,0.127,0.179,65.8,39.7,6.3,43.5,11.5,0.1497,3.94,3.27,0.14,2.1,47.4,22.3,240ebc37-f197-43fc-a734-3b310b56bc40,vst_GRSM_2015,D07,GRSM,GRSM_003,32,3,31,14.7,49.7,NA,NA,NA,HALES,Halesia sp.,distributed,basePlot,35.676533,-83.474676,WGS84,17N,276033.627,3950894.021,0.29,GeoXH 6000,896.25,0.43,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-83.4746760052354, 35.6765329136513)",276044.8382244465,3950903.528809759,33.8,20.1,NA,11,6.9
NEON.PLA.D07.GRSM.02579,2.38,1.05,15030.7,69.9,0.441,0.471,11.04,17.2,35.670878,-83.489979,20.1,0.15,NA,NA,25,NA,NA,0.468,0.123,0.877,0.484,0.196,0.162,798.4,62,7,71.4,16.8,0.1585,5,4.59,0.04,2,45.8,22.9,8eb1ebb1-3100-4581-aee8-af672117e540,vst_GRSM_2015,D07,GRSM,GRSM_009,40,4,49,9.6,99.9,NA,NA,NA,QUMO4,Quercus montana Willd.,distributed,basePlot,35.67097,-83.490087,WGS84,17N,274622.932,3950312.12,0.15,GeoXH 6000,842.98,0.17,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-83.4900871636102, 35.6709699066579)",274632.3890495311,3950310.4694806375,49.5,27.4,NA,12,11
